id,Amount,Duplicates
10.1.1.131.559,2,"['10.1.1.131.559', '10.1.1.105.3558']"
10.1.1.131.4580,2,"['10.1.1.21.6897', '10.1.1.131.4580']"
10.1.1.130.4585,2,"['10.1.1.130.4585', '10.1.1.13.4427']"
10.1.1.13.7597,2,"['10.1.1.64.641', '10.1.1.13.7597']"
10.1.1.13.619,2,"['10.1.1.16.5136', '10.1.1.13.619']"
10.1.1.13.4427,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.130.4585', '10.1.1.13.4427']"
10.1.1.129.8583,2,"['10.1.1.227.7452', '10.1.1.129.8583']"
10.1.1.129.6712,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.129.6712', '10.1.1.116.1182']"
10.1.1.129.3184,8,"['10.1.1.79.4446', '10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.129.3184']"
10.1.1.129.1554,2,"['10.1.1.129.1554', '10.1.1.128.4185']"
10.1.1.128.9063,8,"['10.1.1.81.1247', '10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.128.9063']"
10.1.1.128.4185,2,"['10.1.1.129.1554', '10.1.1.128.4185']"
10.1.1.128.4116,2,"['10.1.1.128.4116', '10.1.1.111.4125']"
10.1.1.126.4776,2,"['10.1.1.126.4776', '10.1.1.104.9511']"
10.1.1.126.230,4,"['10.1.1.7.9457', '10.1.1.7.1072', '10.1.1.163.6762', '10.1.1.126.230']"
10.1.1.126.1146,2,"['10.1.1.126.1146', '10.1.1.124.4029']"
10.1.1.125.9986,2,"['10.1.1.97.5765', '10.1.1.125.9986']"
10.1.1.125.2602,2,"['10.1.1.93.6900', '10.1.1.125.2602']"
10.1.1.124.4029,2,"['10.1.1.126.1146', '10.1.1.124.4029']"
10.1.1.123.7551,2,"['10.1.1.138.622', '10.1.1.123.7551']"
10.1.1.122.8989,2,"['10.1.1.122.8989', '10.1.1.104.611']"
10.1.1.122.1668,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.122.1668', '10.1.1.112.1050']"
10.1.1.121.9958,3,"['10.1.1.39.6147', '10.1.1.138.1549', '10.1.1.121.9958']"
10.1.1.121.8750,2,"['10.1.1.98.4162', '10.1.1.121.8750']"
10.1.1.121.7316,2,"['10.1.1.59.5519', '10.1.1.121.7316']"
10.1.1.120.8615,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.120.8615', '10.1.1.120.8540']"
10.1.1.120.8540,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.120.8615', '10.1.1.120.8540']"
10.1.1.120.6524,2,"['10.1.1.120.6524', '10.1.1.116.4564']"
10.1.1.119.9102,2,"['10.1.1.6.285', '10.1.1.119.9102']"
10.1.1.117.5978,3,"['10.1.1.80.6347', '10.1.1.39.6147', '10.1.1.117.5978']"
10.1.1.117.3806,3,"['10.1.1.39.6147', '10.1.1.138.1117', '10.1.1.117.3806']"
10.1.1.117.3285,2,"['10.1.1.28.9511', '10.1.1.117.3285']"
10.1.1.116.8518,2,"['10.1.1.207.7915', '10.1.1.116.8518']"
10.1.1.116.4564,2,"['10.1.1.120.6524', '10.1.1.116.4564']"
10.1.1.116.1182,2,"['10.1.1.129.6712', '10.1.1.116.1182']"
10.1.1.115.5442,2,"['10.1.1.115.5442', '10.1.1.111.3397']"
10.1.1.115.3869,7,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.115.3869']"
10.1.1.114.4368,2,"['10.1.1.79.838', '10.1.1.114.4368']"
10.1.1.113.7513,3,"['10.1.1.93.478', '10.1.1.39.6147', '10.1.1.113.7513']"
10.1.1.113.5719,3,"['10.1.1.39.6147', '10.1.1.144.649', '10.1.1.113.5719']"
10.1.1.113.3824,2,"['10.1.1.62.1099', '10.1.1.113.3824']"
10.1.1.112.816,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.227.1851', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.112.816']"
10.1.1.112.5553,2,"['10.1.1.67.9544', '10.1.1.112.5553']"
10.1.1.112.3446,8,"['10.1.1.76.2175', '10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.112.3446']"
10.1.1.112.2448,2,"['10.1.1.85.5694', '10.1.1.112.2448']"
10.1.1.112.2074,2,"['10.1.1.112.2074', '10.1.1.100.8313']"
10.1.1.112.1050,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.122.1668', '10.1.1.112.1050']"
10.1.1.111.9945,2,"['10.1.1.146.4368', '10.1.1.111.9945']"
10.1.1.111.4196,2,"['10.1.1.23.8510', '10.1.1.111.4196']"
10.1.1.111.4125,2,"['10.1.1.128.4116', '10.1.1.111.4125']"
10.1.1.111.3397,2,"['10.1.1.115.5442', '10.1.1.111.3397']"
10.1.1.110.2611,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.142.3928', '10.1.1.110.2611']"
10.1.1.11.9004,2,"['10.1.1.4.1254', '10.1.1.11.9004']"
10.1.1.11.7636,2,"['10.1.1.45.4417', '10.1.1.11.7636']"
10.1.1.109.2101,2,"['10.1.1.14.5983', '10.1.1.109.2101']"
10.1.1.108.8478,2,"['10.1.1.108.8478', '10.1.1.1.2490']"
10.1.1.107.4781,3,"['10.1.1.43.9196', '10.1.1.39.6147', '10.1.1.107.4781']"
10.1.1.106.769,2,"['10.1.1.66.1366', '10.1.1.106.769']"
10.1.1.106.6333,3,"['10.1.1.81.3129', '10.1.1.39.6147', '10.1.1.106.6333']"
10.1.1.106.430,8,"['10.1.1.58.9190', '10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.106.430']"
10.1.1.105.3558,2,"['10.1.1.131.559', '10.1.1.105.3558']"
10.1.1.105.2500,2,"['10.1.1.59.6213', '10.1.1.105.2500']"
10.1.1.105.1942,2,"['10.1.1.6.1455', '10.1.1.105.1942']"
10.1.1.104.9511,2,"['10.1.1.126.4776', '10.1.1.104.9511']"
10.1.1.104.611,2,"['10.1.1.122.8989', '10.1.1.104.611']"
10.1.1.104.3108,2,"['10.1.1.77.2480', '10.1.1.104.3108']"
10.1.1.104.2958,3,"['10.1.1.39.6147', '10.1.1.104.2958', '10.1.1.100.2647']"
10.1.1.103.4081,2,"['10.1.1.36.6331', '10.1.1.103.4081']"
10.1.1.101.1032,2,"['10.1.1.30.5913', '10.1.1.101.1032']"
10.1.1.100.8982,2,"['10.1.1.212.5243', '10.1.1.100.8982']"
10.1.1.100.8313,2,"['10.1.1.112.2074', '10.1.1.100.8313']"
10.1.1.100.6547,2,"['10.1.1.84.497', '10.1.1.100.6547']"
10.1.1.100.2647,3,"['10.1.1.39.6147', '10.1.1.104.2958', '10.1.1.100.2647']"
10.1.1.10.8604,2,"['10.1.1.78.7325', '10.1.1.10.8604']"
10.1.1.1.9330,2,"['10.1.1.19.2460', '10.1.1.1.9330']"
10.1.1.1.9247,2,"['10.1.1.32.8484', '10.1.1.1.9247']"
10.1.1.1.5567,2,"['10.1.1.96.9361', '10.1.1.1.5567']"
10.1.1.1.4174,2,"['10.1.1.35.6545', '10.1.1.1.4174']"
10.1.1.1.2490,8,"['10.1.1.49.9700', '10.1.1.26.5588', '10.1.1.207.214', '10.1.1.183.5765', '10.1.1.183.3710', '10.1.1.165.9793', '10.1.1.108.8478', '10.1.1.1.2490']"
