Corpus,Amount,Duplicates
215009267,2,"[215009267, 51624047]"
11897712,2,"[11897712, 80564044]"
195336481,10,"[195338880, 195336481, 195338439, 195336169, 195337961, 195339596, 195337935, 195338929, 195337659, 195339292]"
53238978,2,"[53238978, 526158]"
215159830,2,"[4729369, 215159830]"
173180106,2,"[173180106, 125256420]"
11848929,2,"[11848929, 40419604]"
103135779,2,"[103135779, 42612931]"
215680904,2,"[215680904, 9994202]"
77932173,2,"[27201314, 77932173]"
120908269,2,"[12681513, 120908269]"
41619133,2,"[196365841, 41619133]"
2298664,2,"[2298664, 198504034]"
215589300,2,"[215589300, 7692670]"
15417147,2,"[15417147, 151898861]"
37139889,2,"[37139889, 214851085]"
4561755,23,"[214882048, 4381187, 215137292, 215016208, 215123475, 214884373, 5580328, 4429102, 35251125, 214989111, 214927300, 4431558, 215069774, 44899408, 4422865, 214926933, 4561755, 215132005, 214821993, 215041396, 30631036, 4559869, 214958335]"
215091553,2,"[215091553, 10793548]"
39458286,2,"[25573450, 39458286]"
46880628,2,"[35403411, 46880628]"
32822486,2,"[196946532, 32822486]"
204134227,2,"[204134227, 204102975]"
209610557,2,"[210351184, 209610557]"
45035602,2,"[45035602, 215076877]"
215270406,2,"[215270406, 33512039]"
214837607,2,"[19841308, 214837607]"
115692592,2,"[115692592, 118940728]"
3862089,2,"[3862089, 215012539]"
12219539,2,"[42826913, 12219539]"
76228237,2,"[76228237, 71156702]"
97361053,3,"[97310282, 93464059, 97361053]"
11633984,2,"[11633984, 215386472]"
53512450,2,"[53512450, 131471518]"
43973982,2,"[43973982, 214870799]"
90627865,129,"[91196417, 89936386, 90718722, 92535298, 91073037, 90810382, 90171409, 91495954, 91133471, 90235425, 89798178, 90442791, 91444263, 90755629, 90718765, 90715701, 90980931, 90788420, 91265620, 90650200, 91034712, 90811481, 91714138, 90216030, 89846366, 89846368, 90484833, 89753706, 89843307, 90302582, 90939516, 89842813, 90442881, 92451463, 90847881, 90120330, 91146891, 91265165, 89845902, 90939536, 90764435, 90213524, 90034330, 90400412, 90436767, 90447522, 92134570, 90621099, 90349228, 89889455, 90921648, 90620085, 90831543, 91321017, 90307258, 90843324, 91265724, 90933957, 90119366, 91951301, 91577542, 90995913, 90994377, 91085001, 90528461, 90468558, 92482260, 90521821, 91490531, 90213616, 92168944, 90900211, 90217214, 90590466, 90594050, 92228872, 89977613, 92006678, 91611926, 90627865, 90484505, 92115238, 89707313, 92295477, 92754235, 89752380, 90519366, 89988423, 90165064, 90992457, 89926476, 91494224, 90996562, 90378581, 90523996, 90801507, 90676581, 92581224, 90993003, 90787692, 90293106, 90030476, 92152213, 90629028, 91081641, 92791211, 92116911, 90833842, 89754549, 90808250, 89942970, 90537402, 92328381, 90611646, 91027906, 89844675, 89938375, 89661903, 92219351, 90987483, 90800604, 90005472, 90029034, 90507244, 90934764, 90597875, 91706872, 90856445, 90802174]"
34696263,2,"[214264292, 34696263]"
211044519,2,"[215430212, 211044519]"
151895845,8,"[151338594, 148940803, 151895845, 151867303, 151759465, 151441260, 151917880, 152183645]"
17502902,2,"[17502902, 209529710]"
215517612,2,"[215517612, 17666422]"
47564497,2,"[47564497, 52828810]"
148574266,2,"[215386025, 148574266]"
35681289,2,"[35681289, 109732218]"
4398625,5,"[4398625, 12584164, 4357223, 4404981, 4387030]"
215187486,2,"[215187486, 13953903]"
215307292,2,"[215307292, 54120775]"
85227742,2,"[35184860, 85227742]"
214862452,2,"[214862452, 44061766]"
7051312,2,"[7051312, 33936292]"
35116550,2,"[6992896, 35116550]"
131777079,2,"[208291451, 131777079]"
36314807,2,"[20802584, 36314807]"
214860356,2,"[10020042, 214860356]"
202830721,2,"[202830721, 215503628]"
32158333,2,"[215115885, 32158333]"
115470528,2,"[115470528, 700422]"
150805405,2,"[150805405, 207446055]"
12996694,2,"[72280904, 12996694]"
79133368,2,"[71859192, 79133368]"
15542200,2,"[62100872, 15542200]"
72183539,2,"[20727010, 72183539]"
215555432,2,"[215555432, 8401661]"
212707985,2,"[212707985, 212708234]"
70457359,2,"[76308682, 70457359]"
116895894,2,"[9892651, 116895894]"
6890504,2,"[6890504, 203907783]"
14371473,2,"[14371473, 29747411]"
22574164,2,"[215114185, 22574164]"
6952009,2,"[6952009, 76370373]"
130890084,2,"[130890084, 131542237]"
189880199,2,"[189880597, 189880199]"
89958595,2,"[89958595, 90100974]"
35701459,2,"[35701459, 135461556]"
64364707,2,"[64364707, 215364181]"
70523706,2,"[57632720, 70523706]"
14317042,2,"[14317042, 18054404]"
198130369,2,"[21639432, 198130369]"
214727946,2,"[214612289, 214727946]"
167191892,2,"[167191892, 152571197]"
16475494,2,"[14031416, 16475494]"
13329782,2,"[22032738, 13329782]"
55713706,2,"[55713706, 167508555]"
30424052,2,"[30424052, 214873484]"
95952383,2,"[197340677, 95952383]"
193903032,2,"[193903032, 192295543]"
215374620,2,"[215374620, 197591604]"
160548437,2,"[160548437, 128275055]"
195074201,2,"[195074201, 122888693]"
4603116,2,"[91148946, 4603116]"
214695589,72,"[212406656, 214694657, 214694530, 214628737, 211193348, 211014659, 214694537, 212403577, 211067147, 209466638, 211072789, 211048470, 214694426, 214694427, 211555995, 214695583, 210151456, 214694945, 212407457, 214600993, 214695589, 214695590, 214695591, 211134247, 210086439, 212679334, 214628908, 214694445, 210867374, 215410093, 209427631, 212687796, 214695349, 210893119, 211556799, 214694721, 211522623, 212407491, 214733893, 210922055, 211070793, 214695502, 210131664, 214695380, 214601815, 210950617, 210951132, 214695389, 214695262, 210951005, 210880607, 214695265, 214694626, 214695011, 214773500, 214769506, 214695144, 210194792, 211136874, 209410028, 214695151, 211071601, 214694515, 214617588, 214695411, 210133493, 214694775, 211113333, 211047545, 210086772, 214694652, 214694653]"
196422874,2,"[196422874, 208287563]"
195881347,2,"[195881347, 5693814]"
215625953,2,"[215625953, 10992086]"
209634632,2,"[209634632, 209727631]"
215144887,3,"[209662738, 209163732, 215144887]"
35286937,2,"[35286937, 94250596]"
197646294,2,"[142552898, 197646294]"
102960618,2,"[102960618, 42766052]"
58008558,2,"[215372192, 58008558]"
197760185,3,"[152810416, 197760185, 198614629]"
118170270,2,"[16812329, 118170270]"
116959815,30,"[96188544, 116955520, 96369542, 116564365, 94759181, 116564243, 116962838, 94128151, 116987550, 116562465, 116988196, 93778486, 116956343, 116564163, 116562373, 116959815, 95243719, 93665100, 95709269, 116983129, 116956507, 116980707, 116564195, 116563559, 116959082, 116564209, 116960371, 116564983, 116987771, 116564350]"
71556268,2,"[70737508, 71556268]"
173062954,2,"[173062954, 94658726]"
195896474,2,"[195896474, 11338564]"
214918768,2,"[214918768, 27071021]"
215114460,2,"[28895408, 215114460]"
196897550,2,"[98200936, 196897550]"
67224214,2,"[56660224, 67224214]"
87516221,2,"[215348408, 87516221]"
152283653,2,"[162183370, 152283653]"
41612500,2,"[53871601, 41612500]"
61751724,2,"[195867760, 61751724]"
3226397,2,"[215650300, 3226397]"
209349302,2,"[31324365, 209349302]"
152286401,2,"[152286401, 150438783]"
101002406,2,"[197002228, 101002406]"
122562468,4,"[126391977, 122562468, 119446733, 118134478]"
71397537,2,"[71397537, 58760661]"
199800376,2,"[199800376, 169868229]"
74635147,2,"[74635147, 21617645]"
92621801,2,"[92621801, 93413031]"
189547296,2,"[189547296, 163489215]"
208618655,2,"[96591377, 208618655]"
196947319,2,"[2682819, 196947319]"
75666543,2,"[1691305, 75666543]"
195215323,7,"[195212834, 195212675, 195217572, 195217129, 195215993, 195215323, 195217183]"
12087106,2,"[12087106, 37124836]"
75740602,2,"[75740602, 71549538]"
215477294,2,"[208314465, 215477294]"
148369151,2,"[78279176, 148369151]"
26223300,2,"[26223300, 214951181]"
141678997,2,"[141678997, 35373055]"
81106031,2,"[81106031, 24695951]"
107990443,3,"[109732114, 107990443, 101192855]"
204456358,2,"[215506019, 204456358]"
103828341,7,"[103013351, 105919943, 103537037, 140074830, 103714224, 139340083, 103828341]"
86578101,106,"[86814210, 86573061, 86710278, 86418968, 86670874, 198337568, 86784032, 86561831, 86829613, 86694447, 86515766, 199005242, 86472251, 86518332, 86856260, 86583880, 86746700, 86487634, 86656598, 86744150, 86671451, 86679135, 86598756, 86543978, 199007339, 149738101, 199005302, 86558840, 86787709, 86610558, 199010435, 86378119, 86716043, 199016596, 86512280, 86696092, 199005350, 86487735, 86418624, 68058817, 86527172, 198312133, 86849733, 182452935, 199007941, 86701258, 199005902, 86817999, 86620891, 86810843, 86835943, 199004912, 86744827, 86817021, 86568191, 86436111, 86401296, 86423825, 86631189, 86450453, 86591253, 199020311, 199013664, 86443808, 199009062, 199012137, 86490928, 86787382, 199010113, 86401871, 86841681, 86644051, 86658398, 199012195, 198356837, 199006054, 86855526, 86759277, 86788981, 199006077, 86743933, 181731713, 86578568, 195433355, 86827404, 86832015, 86785936, 86826906, 86578101, 199002038, 86724026, 86534588, 86840764, 86553032, 86513100, 86597072, 86762961, 86633431, 198353888, 164323297, 86450151, 86429673, 198337521, 199008754, 86839286, 86486521]"
13999147,2,"[13999147, 197168495]"
215105095,2,"[15587396, 215105095]"
10276762,2,"[10276762, 215655685]"
23998946,2,"[23998946, 94621962]"
138372225,2,"[138372225, 122715229]"
189007934,484,"[186755077, 186992656, 189253649, 188524574, 189550623, 189315107, 186859558, 188579879, 187858983, 187588650, 188368943, 189661233, 189390900, 189007934, 187912259, 187588676, 186832963, 188260422, 188653645, 187240526, 188293207, 186929244, 186269789, 187738211, 187433060, 188055653, 189616230, 188209254, 189616235, 187719793, 188137587, 186267767, 186294396, 189098110, 187361409, 188631184, 189202580, 186421399, 189024413, 188870826, 188252330, 189620403, 189710515, 189532341, 188225726, 186468544, 187222212, 188905672, 188487885, 187539661, 186820815, 189020386, 186472686, 188309743, 187482358, 186542333, 188299530, 188061967, 186298641, 187259164, 186972444, 189272350, 187756831, 186523937, 186743074, 186935588, 187394341, 188594493, 188336460, 189071699, 186939735, 187375966, 188959076, 188016998, 186286441, 188322157, 188592495, 188412277, 186558838, 186534263, 186386811, 186771837, 186585473, 189755777, 186673543, 187836816, 189530513, 186792345, 186386842, 189467039, 186870178, 186382758, 187318698, 188377518, 187234734, 188531126, 186476983, 187027896, 189505977, 186948028, 188481980, 188930494, 187677119, 188084672, 187326925, 187120078, 189123027, 189643221, 188414431, 188199392, 189432295, 187746792, 187802103, 189637114, 188512770, 189006343, 187593234, 189575698, 189452821, 186489377, 186581543, 188418601, 186493483, 188496428, 187931181, 188684845, 188727865, 186337856, 187157059, 189338186, 186743370, 187685454, 189121107, 186739287, 186282585, 189450844, 187581033, 188539500, 186688111, 187521647, 188869237, 187646585, 187359869, 189403778, 188676742, 186526348, 186962581, 188078744, 186413726, 188496545, 188070565, 189123239, 189117098, 188988094, 187892415, 187226819, 188836549, 188879558, 188785351, 188013261, 188220113, 189477585, 186266326, 187075302, 189024999, 186721000, 187136748, 188351213, 189598447, 187077361, 187144948, 186546952, 189385484, 187665165, 188719887, 188865295, 186331931, 188871460, 188048167, 188844840, 186792744, 188117806, 189629232, 189305657, 186946365, 188599102, 189672256, 186436425, 188187470, 186911574, 186979159, 188797792, 188810081, 186776416, 187132773, 187028329, 189471596, 188693358, 188971888, 187300721, 186786681, 186698617, 186512251, 187982729, 187372427, 187691921, 187280274, 186598298, 187798427, 188601249, 187618211, 188416931, 186319782, 186315695, 189385671, 188926923, 187134927, 186887120, 186538961, 189428690, 188335063, 186348504, 189682649, 187366362, 186553304, 188943322, 188234717, 186786784, 186776547, 187810792, 188617707, 189561836, 188705786, 187370492, 188742656, 189215745, 186872840, 186885132, 189441037, 188578834, 187659283, 187200532, 189647893, 187462675, 188230679, 186366996, 186397718, 186874921, 187350058, 188982315, 186504238, 188937267, 187894841, 187208768, 189404229, 188214342, 188109900, 189693007, 189207632, 188838996, 187159637, 188546134, 188929111, 189269081, 188062816, 189076583, 188324967, 189359210, 188243056, 188107890, 188617843, 189699192, 189408376, 189404289, 187765890, 187581585, 187761812, 186277016, 189213850, 186385564, 187284636, 186289316, 187751595, 187702447, 189246640, 189459631, 187204789, 187104437, 186834105, 187432122, 189080765, 189660356, 186401988, 187436236, 188155094, 189037784, 189721818, 188521703, 187858151, 188331246, 188978415, 186918127, 187962618, 186539260, 187008258, 187979025, 187987224, 186264857, 188996893, 187696423, 187673898, 186885418, 187301170, 187612467, 186705206, 187370812, 189050177, 189644100, 187393356, 188708173, 189510994, 186828115, 187096406, 189097303, 187028828, 188726626, 189527399, 186699113, 188228971, 188591475, 188210549, 188454265, 187061626, 188126590, 188560766, 188691841, 188562819, 187436427, 187104658, 187565462, 189734302, 189488543, 189527454, 189146529, 186621352, 189709738, 187717039, 188695987, 188284340, 187442614, 189429175, 186918328, 186369465, 187530678, 186281406, 187397577, 187528656, 187442644, 188050902, 188169688, 187655645, 188415453, 188464610, 186885606, 187936231, 189509098, 188769776, 189281779, 187882996, 188878325, 189050357, 189230586, 187858432, 186439169, 189015561, 187690512, 188534290, 188319250, 188173848, 187962905, 186564139, 187010619, 188845631, 186693186, 188200523, 189132374, 187434590, 188505695, 186599010, 187747940, 189711972, 186543721, 188843626, 188851820, 186838652, 187643528, 186482315, 188526221, 188034703, 187453072, 189279891, 187434652, 187754140, 189167266, 188954275, 187987628, 186355372, 189028012, 187315889, 187977398, 188626617, 187031228, 188155582, 186656449, 186867401, 187369166, 187891408, 186672853, 189155045, 188298993, 188266227, 186695414, 186478332, 186562302, 189691654, 188448521, 186683151, 189652756, 187586331, 187234081, 188489506, 189398829, 187899705, 188710717, 189216577, 186498884, 188002123, 189288273, 189005654, 187696986, 186896220, 188041053, 188133214, 186859358, 187944798, 187696994, 186658661, 189728618, 188079993, 186705790, 188944266, 189083534, 186431375, 187342739, 189286293, 188225430, 188909463, 186965909, 186378134, 186761113, 186879902, 186439584, 189710252, 187606958, 189183920, 187381684, 186513332, 188073913, 187422653, 186728385, 186324931, 188340169, 188526539, 187799502, 186435548, 189143004, 187424733, 189253614, 186859504, 188057588, 188868601, 187238394, 189425661, 189470718]"
214890320,2,"[214890320, 16696734]"
26364048,2,"[26364048, 941961]"
2583738,2,"[2583738, 58000421]"
215174829,2,"[215174829, 11564647]"
114580821,2,"[133887401, 114580821]"
42179138,2,"[42179138, 71878794]"
136910714,2,"[136910714, 189835660]"
14308178,4,"[14308178, 215618483, 215695597, 11282407]"
215337076,2,"[52814571, 215337076]"
199324052,2,"[199325297, 199324052]"
4374742,2,"[45301718, 4374742]"
196515092,2,"[196515092, 196560255]"
215439739,2,"[56160235, 215439739]"
6497702,2,"[71388601, 6497702]"
214972555,2,"[18162896, 214972555]"
198963180,2,"[215509410, 198963180]"
194253236,2,"[194253236, 194155014]"
153650055,2,"[153655788, 153650055]"
215707012,2,"[215707012, 74199556]"
192753708,3,"[194485499, 192753708, 113837573]"
108057377,2,"[108057377, 108244455]"
195667537,2,"[195667537, 11125199]"
208926022,147,"[209648640, 209646081, 209648129, 209603090, 209652245, 209652767, 20385312, 208048162, 209648162, 208028208, 209653297, 211489331, 208925237, 209650231, 209310263, 208925760, 209650243, 209649735, 209309767, 209653323, 209648715, 209653349, 209610346, 209642096, 210439282, 208923255, 208922755, 209642116, 207998087, 209607316, 208924308, 209650842, 64424605, 209309342, 209613471, 209652900, 209645732, 209650858, 209641643, 209616047, 209670838, 209647289, 209530043, 208924860, 209309375, 209642691, 209651908, 209650376, 207928008, 209649354, 208618699, 207924938, 208926413, 209651917, 209309391, 209649360, 208924881, 208926416, 211682518, 209649370, 208022747, 208889054, 208928991, 208996066, 209653474, 86404326, 209309426, 209648882, 208922358, 209645306, 209531134, 209309445, 209532677, 208923913, 208927499, 208928013, 209529615, 209646352, 209676053, 208933658, 209652510, 209642792, 209645369, 210238782, 209645377, 209651522, 208926022, 209532235, 208924493, 208922448, 208918866, 209647955, 209601876, 209646423, 209603416, 210606937, 209643359, 209644901, 209646954, 208922989, 209532272, 208925552, 207992176, 209646969, 209642874, 207924090, 208941434, 208924549, 208924041, 208901520, 209649553, 209647506, 209645971, 208918422, 209648534, 209699745, 208910242, 209531303, 208919465, 208922538, 209636780, 209669557, 209700790, 208925622, 209541567, 208929727, 208926144, 209652672, 208898507, 209310160, 209647058, 209647578, 208919516, 38304734, 209642975, 209650657, 209646053, 211826668, 209531373, 209648113, 208903666, 209649138, 209529844, 209646069, 207998454, 208030714, 208921596]"
13202984,2,"[13202984, 214847284]"
88646148,2,"[88646148, 209558493]"
196822778,2,"[196822778, 197038151]"
72271318,2,"[80157612, 72271318]"
103160809,12,"[103761345, 103025858, 103167170, 102514593, 102960962, 103495590, 104269478, 103160809, 103531437, 104027765, 103898520, 103460475]"
196634201,2,"[196634201, 51939676]"
215158661,2,"[215158661, 7007191]"
77012207,2,"[59103008, 77012207]"
197392578,2,"[98837440, 197392578]"
196971833,2,"[196971833, 96568230]"
17232060,2,"[17232060, 215642862]"
24534689,2,"[24534689, 23411404]"
15886234,2,"[214836240, 15886234]"
10699064,2,"[10699064, 79230372]"
17314099,3,"[11000914, 17314099, 55774348]"
16416280,2,"[16416280, 119072005]"
5882079,2,"[215643380, 5882079]"
162291624,2,"[162291624, 156478639]"
29080700,2,"[202334641, 29080700]"
61093148,2,"[1566112, 61093148]"
145738684,2,"[145738684, 210211749]"
45333639,2,"[29108002, 45333639]"
14874510,2,"[14552865, 14874510]"
153954052,2,"[153954052, 158708670]"
108901398,2,"[108901398, 215342863]"
215416846,2,"[214714748, 215416846]"
8659168,2,"[8659168, 9503536]"
195313698,2,"[25865513, 195313698]"
113814064,2,"[113814064, 109490720]"
213815404,2,"[213815404, 90261438]"
44274576,2,"[44274576, 85312809]"
43502730,2,"[43502730, 122966926]"
208283992,2,"[208283992, 76341423]"
87607016,2,"[87607016, 82404227]"
214128042,2,"[214128042, 214517156]"
215247231,2,"[159042278, 215247231]"
17029580,2,"[214895304, 17029580]"
4796536,2,"[4796536, 202165119]"
215358020,2,"[215358020, 72940877]"
4390506,2,"[4390506, 80968733]"
161934467,2,"[161934467, 131131949]"
43966151,2,"[215102782, 43966151]"
7160840,2,"[7160840, 40414342]"
96884674,2,"[197334385, 96884674]"
215283578,2,"[59248704, 215283578]"
197384802,2,"[197384802, 93936869]"
31175936,2,"[31175936, 186209153]"
196743919,2,"[196903794, 196743919]"
197345799,2,"[97602774, 197345799]"
8997131,2,"[8997131, 196974532]"
8511990,2,"[215113045, 8511990]"
92550659,2,"[197660314, 92550659]"
214966649,2,"[214966649, 51814475]"
151132960,2,"[151132960, 29307556]"
196992182,2,"[96118628, 196992182]"
215172619,2,"[215172619, 3565686]"
198658977,2,"[198658977, 159507541]"
59337812,2,"[215251516, 59337812]"
33299677,2,"[214893600, 33299677]"
211298285,2,"[202896778, 211298285]"
6556473,2,"[6556473, 215210137]"
147187834,2,"[147187834, 152084629]"
110130872,2,"[110130872, 110065623]"
215011421,2,"[28592556, 215011421]"
130877009,2,"[130877009, 131696596]"
73263807,3,"[44478691, 9675815, 73263807]"
203057505,120,"[202272258, 203097090, 203058692, 202274308, 203428361, 202250250, 203099657, 202247695, 203055637, 203111447, 202254363, 202290204, 203092517, 203110451, 202276919, 202267192, 202258493, 202267198, 203294274, 203113551, 202255958, 202261087, 203117152, 202275438, 203089519, 203058805, 202246774, 203065461, 203111032, 203078268, 203051136, 202259090, 202279577, 202246811, 203101352, 203100329, 203058347, 203066028, 203108525, 202283702, 203052737, 203071689, 203059914, 203095761, 202284757, 202255578, 202286813, 203069664, 203082468, 202253542, 202253550, 203066095, 203064563, 202257140, 202270451, 203387123, 202257658, 203053309, 202270462, 202261250, 203049738, 202254603, 203113234, 202252053, 202288407, 203094297, 203109151, 202273058, 204358947, 203063077, 203106598, 203105073, 203058483, 203085114, 202258750, 203054400, 202284360, 203057996, 202265421, 203080530, 203081557, 202247515, 203060061, 203057505, 203101545, 202251114, 203100014, 202245495, 203097978, 202253191, 203437962, 203121036, 202255763, 203056021, 202260885, 203066265, 203115421, 202250653, 203081122, 202278820, 203080111, 202279857, 202260914, 202287540, 203047861, 203084224, 202261443, 202253257, 203108820, 203327957, 204372440, 203088858, 202255325, 203086302, 203009503, 202251758, 202247664, 202293233, 202250231, 203082751]"
1236423,2,"[62727047, 1236423]"
116492268,2,"[116492268, 119793452]"
215573934,2,"[8694480, 215573934]"
14194663,2,"[14194663, 214952167]"
197318644,2,"[96703436, 197318644]"
215364450,2,"[145850514, 215364450]"
92060430,2,"[95450345, 92060430]"
60544760,2,"[60544760, 60580570]"
92207510,17,"[91435424, 91381248, 91494882, 91608325, 92493254, 92833670, 91377450, 91488874, 91982220, 92107692, 92007531, 92404847, 91510773, 92207510, 91376920, 92553019, 92661116]"
149667721,2,"[101207881, 149667721]"
99905391,117,"[94727682, 93091330, 91694090, 94167051, 92406284, 93859854, 93670416, 93752337, 93386770, 94043669, 91872282, 93546529, 92244006, 94145527, 94172214, 91568184, 92336191, 91420740, 94234692, 93311047, 93368393, 93133388, 91780690, 92078173, 93333088, 94261865, 92851309, 93216878, 94381167, 93271151, 93086834, 94036596, 93023351, 91531396, 93680775, 94577808, 94583956, 91979925, 93017238, 94083734, 94041748, 93559451, 93441701, 93254317, 91969201, 93695666, 94503609, 94456508, 93915333, 92427465, 93986509, 93264089, 94621403, 91637468, 94327517, 94580447, 94372578, 92303587, 97187044, 93929713, 93092593, 93981940, 94511877, 92413200, 94181147, 93459232, 93027105, 93305641, 94364974, 91994422, 91209016, 93450559, 93091140, 93871433, 92625739, 92763980, 92180815, 92193105, 100125525, 91295584, 93079906, 92472163, 99428198, 92764007, 93676395, 91291502, 99905391, 93755251, 92078966, 94335354, 93781383, 94569358, 94043538, 93611932, 92621737, 94048169, 92439473, 92688818, 91562423, 94387647, 94746057, 93631949, 94360527, 94084053, 93564374, 91359193, 91411423, 94513633, 93260258, 93118946, 94585831, 92446699, 94499312, 91207668, 91400693, 93432311, 94705147]"
197039000,2,"[197039000, 102287236]"
76464492,2,"[76464492, 47259636]"
6853836,3,"[140133168, 6853836, 54561212]"
215637939,2,"[215637939, 13598859]"
196981263,2,"[97058385, 196981263]"
215203585,2,"[2812608, 215203585]"
9332580,2,"[85296194, 9332580]"
9918085,2,"[197008968, 9918085]"
62082874,2,"[133033642, 62082874]"
2952184,2,"[2952184, 197243860]"
197781208,2,"[197781208, 214350135]"
215193756,2,"[215193756, 18184484]"
46775927,2,"[113482475, 46775927]"
202759863,2,"[215477190, 202759863]"
96724279,2,"[9401901, 96724279]"
42695792,2,"[42695792, 74500608]"
78989543,2,"[79810039, 78989543]"
4448757,2,"[3198186, 4448757]"
213542610,3,"[208109918, 213542610, 213034346]"
36079114,2,"[36079114, 52827693]"
160210939,2,"[160210939, 163899677]"
119480338,2,"[17753184, 119480338]"
211348650,2,"[158977760, 211348650]"
214825874,2,"[36918857, 214825874]"
208515326,2,"[203630753, 208515326]"
114581460,2,"[114581460, 168631013]"
195071043,2,"[195071043, 121272443]"
193349389,2,"[183202768, 193349389]"
68152143,2,"[66973781, 68152143]"
30519759,2,"[7616846, 30519759]"
208784779,66,"[208784389, 208783367, 208784779, 208785292, 208784653, 208783119, 208782610, 208783251, 208783763, 208785046, 208782231, 208782104, 208784665, 208783004, 208783645, 208782236, 208787741, 208785570, 215530659, 208782756, 210934567, 208784168, 208784041, 208782890, 208794156, 208783158, 208782134, 208784702, 208785473, 208788545, 208785606, 208782538, 210086476, 210933196, 208784461, 208783822, 215657936, 208784849, 208790737, 208791253, 208784983, 208784087, 208782810, 208784475, 208784604, 208785244, 208784606, 208784737, 37516643, 211235427, 208784231, 208784104, 215658729, 208785130, 208782955, 208783726, 208782830, 209365104, 208784625, 208784114, 208782707, 208783345, 210933235, 208784630, 208783992, 208782331]"
79179628,2,"[79179628, 88478119]"
215603081,2,"[215603081, 2519828]"
11490440,2,"[11490440, 115517580]"
699804,2,"[699804, 215632879]"
4629441,2,"[215082192, 4629441]"
91827736,2,"[102197008, 91827736]"
160017834,2,"[160017834, 215457758]"
23169403,3,"[71127193, 23169403, 3672399]"
195110209,2,"[195110209, 195164978]"
44261268,2,"[38256012, 44261268]"
1358798,16,"[29970976, 27980801, 42212582, 32731273, 34893322, 39886155, 9489706, 46306763, 39629484, 40706029, 1358798, 13589260, 45430153, 33682965, 26495191, 45623325]"
30686483,2,"[30686483, 32818703]"
8156894,2,"[197200781, 8156894]"
162303930,2,"[162303930, 192979606]"
92608147,3,"[92608147, 171735507, 172069167]"
215188185,2,"[215188185, 15099982]"
112797461,2,"[39422768, 112797461]"
120158014,2,"[197456698, 120158014]"
211473486,2,"[215421890, 211473486]"
52058460,2,"[80718048, 52058460]"
215475943,2,"[209508950, 215475943]"
215106593,2,"[49572192, 215106593]"
215481427,2,"[150814168, 215481427]"
201438912,2,"[201438912, 168910462]"
195838218,2,"[110140232, 195838218]"
120837266,2,"[120837266, 116933636]"
191537608,2,"[191537608, 201777636]"
54489860,2,"[868832, 54489860]"
7708460,8,"[2116963, 7708460, 32378513, 27109939, 21097843, 9590488, 40956538, 46668189]"
23948975,2,"[45390247, 23948975]"
215385964,2,"[54208979, 215385964]"
99106518,2,"[2579382, 99106518]"
86715149,2,"[53287560, 86715149]"
96046158,2,"[197240513, 96046158]"
183776506,16,"[185807456, 184470497, 185450818, 182983242, 183002603, 184012781, 183852430, 183590062, 184308208, 184947187, 192081021, 185572438, 185145401, 183776506, 183576157, 183884415]"
81893018,2,"[81893018, 80262503]"
49661240,2,"[49661240, 215097508]"
122599037,2,"[186233765, 122599037]"
17678237,2,"[124215709, 17678237]"
97350745,2,"[97350745, 197063521]"
32994323,2,"[31114778, 32994323]"
215065008,2,"[215065008, 43927967]"
24313322,2,"[24313322, 197250435]"
215538321,2,"[215538321, 5804391]"
13953884,2,"[13953884, 206965004]"
53787881,2,"[53787881, 215290202]"
214990403,2,"[214990403, 16568543]"
211331376,2,"[211331376, 79777450]"
84170487,2,"[43366353, 84170487]"
95465658,2,"[95465658, 197334763]"
74499074,2,"[74499074, 36223876]"
215180251,2,"[6710290, 215180251]"
150497842,2,"[155300506, 150497842]"
196719629,2,"[197185140, 196719629]"
4374408,2,"[4374408, 215158733]"
215248694,2,"[181668675, 215248694]"
8665234,2,"[8665234, 215150375]"
57641594,2,"[72982345, 57641594]"
57444131,2,"[137210512, 57444131]"
210997303,2,"[211122361, 210997303]"
119552757,2,"[119552757, 118781791]"
13719471,2,"[215102000, 13719471]"
215097370,2,"[215097370, 1172348]"
67315696,2,"[67315696, 86654134]"
1779159,2,"[62707024, 1779159]"
135975953,26,"[138373762, 138458500, 136408583, 138190095, 135975953, 139007890, 138370456, 138443163, 136083231, 136241313, 136414370, 136372519, 138029866, 136315695, 137933872, 138671540, 137776329, 138112588, 136057168, 136163803, 136229212, 136287715, 139389159, 138713706, 136297332, 138315381]"
202745171,2,"[202745171, 215492749]"
17103088,2,"[17103088, 215594231]"
116605797,2,"[52129561, 116605797]"
58469062,9,"[208991296, 208998882, 67147461, 58469062, 64674313, 64583562, 58961425, 195942870, 209001817]"
210823917,2,"[210823917, 215423591]"
215242346,2,"[164507145, 215242346]"
155012300,2,"[155012300, 155906647]"
12866575,2,"[196798321, 12866575]"
5475160,2,"[5475160, 71625216]"
